id,nombre,nombre_index,autor_id,eid,orcid,documentos,fecha_creacion,citado,citaciones,h_index,co_autores,estado,areas,rango_publicacion,institucion,departamento
1132,Rocío Bonilla Méndez,Bonilla Méndez R.,57188594015,9-s2.0-57188594015,"",1,10/04/2016,1,1,1,3,update,"Applied Microbiology and Biotechnology, Biotechnology, Pharmacology, Toxicology and Pharmaceutics (all), Bioengineering, Food Science",2016-2016,Universidad del Cauca,""
1133,Álvaro Javier Pantoja M,Pantoja M Á.,57188593447,9-s2.0-57188593447,"",1,10/04/2016,0,0,0,3,update,"Food Science, Applied Microbiology and Biotechnology, Bioengineering, Biotechnology, Pharmacology, Toxicology and Pharmaceutics (all)",2016-2016,Universidad del Cauca,""
1134,Gloria Liliana Rojas F,Rojas F G.,57188590416,9-s2.0-57188590416,"",1,10/04/2016,0,0,0,2,update,"Bioengineering, Pharmacology, Toxicology and Pharmaceutics (all), Biotechnology, Applied Microbiology and Biotechnology, Food Science",2016-2016,Universidad del Cauca,Grupo ASUBAGROIN
1135,Cindy Materón L,Materón L C.,57188588712,9-s2.0-57188588712,"",1,10/04/2016,0,0,0,3,update,"Pharmacology, Toxicology and Pharmaceutics (all), Food Science, Applied Microbiology and Biotechnology, Bioengineering, Biotechnology",2016-2016,Universidad del Cauca,""
1136,Sandra P. Paz Peña,Paz Peña S.,57188586131,9-s2.0-57188586131,"",1,10/04/2016,0,0,0,2,update,"Biotechnology, Bioengineering, Pharmacology, Toxicology and Pharmaceutics (all), Applied Microbiology and Biotechnology, Food Science",2016-2016,Universidad del Cauca,""
1137,Jhon Edisson Bucheli Imbachi,Bucheli Imbachi J.,57188585782,9-s2.0-57188585782,"",1,10/04/2016,1,1,1,3,update,"Biotechnology, Bioengineering, Food Science, Applied Microbiology and Biotechnology, Pharmacology, Toxicology and Pharmaceutics (all)",2016-2016,Universidad del Cauca,""
1138,Gonzalo Mauricio Jaramillo H,Jaramillo H G.,57188584014,9-s2.0-57188584014,"",1,10/04/2016,0,0,0,3,update,"Applied Microbiology and Biotechnology, Bioengineering, Food Science, Pharmacology, Toxicology and Pharmaceutics (all), Biotechnology",2016-2016,Universidad del Cauca,""
1139,Alan Fernando Muñoz Velasco,Muñoz Velasco A.,57188582528,9-s2.0-57188582528,"",1,10/04/2016,1,1,1,3,update,"Bioengineering, Food Science, Applied Microbiology and Biotechnology, Pharmacology, Toxicology and Pharmaceutics (all), Biotechnology",2016-2016,Universidad del Cauca,""
1140,D. Preciado Sanchez,Preciado Sanchez D.,57188408800,9-s2.0-57188408800,"",1,30/03/2016,0,0,0,2,update,"Business and International Management, Economics and Econometrics",2014-2014,Universidad del Cauca,""
1141,D. Bennett,Bennett D.,57187610200,9-s2.0-57187610200,"",1,30/03/2016,0,0,0,2,update,"Business and International Management, Economics and Econometrics",2014-2014,Universidad del Cauca,""
1142,Julio César Castillo-R,Castillo-R J.,57185822000,9-s2.0-57185822000,"",1,27/03/2016,8,8,1,2,new,"Conservation, Museology",2015-2015,Universidad del Cauca,""
1143,Deisy Urmendez-M,Urmendez-M D.,57185811500,9-s2.0-57185811500,"",1,27/03/2016,8,8,1,2,new,"Conservation, Museology",2015-2015,Universidad del Cauca,""
1144,Franklin E. Navia-Urbano,Navia-Urbano F.,57184369500,9-s2.0-57184369500,"",1,27/03/2016,0,0,0,3,update,"Computer Networks and Communications, Software",2015-2015,Universidad del Cauca,Telematics Engineering Research Group
1145,Diego Fabian Gomez-Pardo,Gomez-Pardo D.,57184041800,9-s2.0-57184041800,"",1,27/03/2016,0,0,0,3,update,"Computer Networks and Communications, Software",2015-2015,Universidad del Cauca,Telematics Engineering Research Group
1146,Camilo A. Arboleda,Arboleda C.,57132680000,9-s2.0-57132680000,"",1,04/03/2016,0,0,0,3,new,Chemistry (all),2016-2016,Universidad del Cauca,Grupo de Agroquímica
1147,Viviana Moreno,Moreno V.,57130089800,9-s2.0-57130089800,"",1,01/03/2016,16,16,1,7,update,"Catalysis, Physical and Theoretical Chemistry, Process Chemistry and Technology",2016-2016,Universidad del Cauca,Department of Chemistry
1148,Diego M. Cadena,Cadena D.,57103421000,9-s2.0-57103421000,"",1,17/02/2016,2,2,1,2,new,"Information Systems, Artificial Intelligence, Computer Science Applications, Biomedical Engineering, Computer Networks and Communications, Management Science and Operations Research",2015-2015,Universidad del Cauca,""
1149,Jesus M. Ramirez,Ramirez J.,57102575900,9-s2.0-57102575900,"",1,17/02/2016,2,2,1,2,new,"Computer Networks and Communications, Artificial Intelligence, Computer Science Applications, Management Science and Operations Research, Information Systems, Biomedical Engineering",2015-2015,Universidad del Cauca,""
1150,José Rafael Rosero Morales,Morales J.,57072487500,9-s2.0-57072487500,"",1,31/01/2016,0,0,0,0,update,Philosophy,2015-2015,Universidad del Cauca,""
1151,Rosa Maria Sinisterra,Sinisterra R.,57052647800,9-s2.0-57052647800,"",1,22/01/2016,5,5,1,2,new,"Agronomy and Crop Science, Soil Science",2016-2016,Universidad del Cauca,Department of Biology
1152,Jhon Alberto Astaiza Perafán,Astaiza Perafán J.,57041392400,9-s2.0-57041392400,"",1,14/01/2016,0,0,0,3,update,"Engineering (all), Building and Construction",2015-2015,Universidad del Cauca,Electronic and Telecommunications Engineering
1153,Iván Dario Cerón Moreno,Cerón Moreno I.,57041297800,9-s2.0-57041297800,"",1,14/01/2016,0,0,0,3,update,"Engineering (all), Building and Construction",2015-2015,Universidad del Cauca,Electronic and Telecommunications Engineering
1154,C. ésar A. Collazos,Collazos C.,57019979100,9-s2.0-57019979100,"",1,02/01/2016,14,14,1,1,update,Education,2007-2007,Universidad del Cauca,IDIS Research Group
1155,H. Bolaños,Bolaños H.,56986424600,9-s2.0-56986424600,"",1,11/12/2015,3,3,1,12,update,"Pathology and Forensic Medicine, Genetics",2015-2015,Universidad del Cauca,Department of Pathology
1156,Diego M. Lopeza,Lopeza D.,56781566400,9-s2.0-56781566400,"",1,22/08/2015,1,1,1,2,update,"Health Information Management, Biomedical Engineering, Health Informatics",2015-2015,Universidad del Cauca,Telematics Engineering Research Group
1157,Giovanni Mera,Mera G.,56781336500,9-s2.0-56781336500,"",1,22/08/2015,2,2,1,4,update,"Health Information Management, Health Informatics, Biomedical Engineering",2015-2015,Universidad del Cauca,Computational Intelligence Research Group
1158,Esteban Martinez,Martinez E.,56780917700,9-s2.0-56780917700,"",1,22/08/2015,2,2,1,4,update,"Health Informatics, Health Information Management, Biomedical Engineering",2015-2015,Universidad del Cauca,Computational Intelligence Research Group
1159,L. E.Bolívar Marínez,Marínez L.,56755405200,9-s2.0-56755405200,"",1,11/08/2015,2,2,1,2,update,Physics and Astronomy (all),2015-2015,Universidad del Cauca,Department of Physics
1160,D. Andrés Caicedo,Caicedo D.,56728401700,9-s2.0-56728401700,"",1,28/07/2015,0,0,0,4,new,"Electrical and Electronic Engineering, Computer Science (all)",2007-2007,Universidad del Cauca,Grupo de Ingeniería Telemática
1161,Leidy Karina Tello Fernández,Tello Fernández L.,56709647200,9-s2.0-56709647200,"",1,12/07/2015,2,2,1,3,update,"Health (social science), Medicine (miscellaneous)",2015-2015,Universidad del Cauca,""
1162,Luisa Fernanda Córdoba Castillo,Córdoba Castillo L.,56709616000,9-s2.0-56709616000,"",1,12/07/2015,2,2,1,3,update,"Medicine (miscellaneous), Health (social science)",2015-2015,Universidad del Cauca,""
1163,Viviana Carolina Gómez Lozano,Gómez Lozano V.,56709538900,9-s2.0-56709538900,"",1,12/07/2015,2,2,1,3,update,"Health (social science), Medicine (miscellaneous)",2015-2015,Universidad del Cauca,""
1164,Valentina Coronado-Abella,Coronado-Abella V.,56698305100,9-s2.0-56698305100,"",1,02/07/2015,3,3,1,4,update,Medicine (all),2015-2015,Universidad del Cauca,""
1165,Karen Liseth Chito-Castro,Chito-Castro K.,56698296900,9-s2.0-56698296900,"",1,02/07/2015,3,3,1,4,update,Medicine (all),2015-2015,Universidad del Cauca,""
1166,Luz Marina Verdugo-Muñoz,Verdugo-Muñoz L.,56695404000,9-s2.0-56695404000,"",1,01/07/2015,1,1,1,3,update,Obstetrics and Gynecology,2015-2015,Universidad del Cauca,""
1167,Juan José Alvarado-Llano,Alvarado-Llano J.,56695230400,9-s2.0-56695230400,"",1,01/07/2015,1,1,1,3,update,Obstetrics and Gynecology,2015-2015,Universidad del Cauca,""
1168,Gutierrez Pazos Cristian,Cristian G.,56682774400,9-s2.0-56682774400,"",1,22/06/2015,0,0,0,3,update,"Mechanical Engineering, Artificial Intelligence",2014-2014,Universidad del Cauca,Electronics
1169,Claudia F. Villaquirán R,Villaquirán R C.,56659381900,9-s2.0-56659381900,"",1,03/06/2015,1,1,1,4,new,"Materials Science (all), Industrial and Manufacturing Engineering",2015-2015,Universidad del Cauca,Department of Physics
1170,A. S. Lopez,Lopez A.,56655243300,9-s2.0-56655243300,"",1,02/06/2015,0,0,0,1,update,Obstetrics and Gynecology,1996-1996,Universidad del Cauca,""
1171,A. Tello,Tello A.,56653268700,9-s2.0-56653268700,"",1,31/05/2015,8,8,1,10,update,"Public Health, Environmental and Occupational Health, Toxicology, Pollution, Epidemiology",2016-2016,Universidad del Cauca,Department of Biology
1172,A. Muñoz,Muñoz A.,56653016900,9-s2.0-56653016900,"",1,31/05/2015,8,8,1,10,update,"Epidemiology, Pollution, Toxicology, Public Health, Environmental and Occupational Health",2016-2016,Universidad del Cauca,Department of Biology
1173,A. Mafla,Mafla A.,56635678000,9-s2.0-56635678000,"",1,18/05/2015,2,2,1,3,update,"Ceramics and Composites, Industrial and Manufacturing Engineering, Mechanics of Materials",2004-2004,Universidad del Cauca,Grupo CYTEMAC
1174,Gabriel Muñoz Samboni,Samboni G.,56595258000,9-s2.0-56595258000,"",1,23/04/2015,1,1,1,2,update,"Computer Science (all), Control and Systems Engineering",2014-2014,Universidad del Cauca,Department of Systems Engineering
1175,Manuel Maca,Maca M.,56565499000,9-s2.0-56565499000,"",1,29/03/2015,8,8,1,4,update,"Information Systems and Management, Developmental and Educational Psychology, Management Information Systems, Information Systems, Arts and Humanities (miscellaneous)",2015-2015,Universidad del Cauca,Sector Tulcán Office 450
1176,Erwin Alegría,Alegría E.,56565022700,9-s2.0-56565022700,"",1,29/03/2015,8,8,1,4,update,"Management Information Systems, Developmental and Educational Psychology, Information Systems and Management, Arts and Humanities (miscellaneous), Information Systems",2015-2015,Universidad del Cauca,Sector Tulcán Office 450
1177,J. Vasques,Vasques J.,56563145200,9-s2.0-56563145200,"",1,26/03/2015,2,2,1,2,update,"Bioengineering, Biomedical Engineering",2015-2015,Universidad del Cauca,""
1178,S. L. Mera-Jiménez,Mera-Jiménez S.,56563032000,9-s2.0-56563032000,"",1,26/03/2015,1,1,1,2,update,"Biomedical Engineering, Bioengineering",2015-2015,Universidad del Cauca,Department of Phyísics
1179,E. J. Caldon,Caldon E.,56563024100,9-s2.0-56563024100,"",1,26/03/2015,0,0,0,3,update,"Biomedical Engineering, Bioengineering",2015-2015,Universidad del Cauca,""
1180,M. H. Tobar,Tobar M.,56562628500,9-s2.0-56562628500,"",1,26/03/2015,0,0,0,3,update,"Biomedical Engineering, Bioengineering",2015-2015,Universidad del Cauca,""
1181,Ángela de la Cruz-Caicedo,de la Cruz-Caicedo Á.,56554246800,9-s2.0-56554246800,"",1,24/03/2015,0,0,0,3,update,Engineering (all),2014-2014,Universidad del Cauca,""
1182,Yonatan Bolaños-Bastidas,Bolaños-Bastidas Y.,56554158500,9-s2.0-56554158500,"",1,24/03/2015,0,0,0,3,update,Engineering (all),2014-2014,Universidad del Cauca,""
1183,Aura T. Palacios-Pérez,Palacios-Pérez A.,56541674000,9-s2.0-56541674000,"",1,16/03/2015,1,1,1,1,update,"Public Health, Environmental and Occupational Health",2014-2014,Universidad del Cauca,Departamento de Fonoaudiología
1184,Dalia V. Ruiz-García,Ruiz-García D.,56541597300,9-s2.0-56541597300,"",1,16/03/2015,0,0,0,0,update,"Public Health, Environmental and Occupational Health",2014-2014,Universidad del Cauca,""
1249,Ángela Consuelo Checa Hurtado,Hurtado A.,55841594200,9-s2.0-55841594200,"",1,09/09/2013,0,0,0,5,update,"Sociology and Political Science, Human-Computer Interaction",2006-2006,Universidad del Cauca,""
1185,Hermes Fabian Vargas,Vargas H.,56511305900,9-s2.0-56511305900,"",1,19/02/2015,11,11,1,1,update,"Signal Processing, Computer Vision and Pattern Recognition, Computer Graphics and Computer-Aided Design",2015-2015,Universidad del Cauca,Electronic Engineering Faculty
1186,Viviana Molano,Molano V.,56488079400,9-s2.0-56488079400,"",1,28/01/2015,1,1,1,4,update,"Theoretical Computer Science, Computer Science (all)",2014-2014,Universidad del Cauca,Department of Computer Science
1187,L. Pencue Fierro,Fierro L.,56483006700,9-s2.0-56483006700,"",1,23/01/2015,1,1,1,2,new,"Computational Theory and Mathematics, Modeling and Simulation",2012-2012,Universidad del Cauca,"Grupo de Estudios Ambientales (GEA), Grupo de Óptica y Láser (GOL)"
1188,Hernán Otoniel Fernandez Ordonex,Fernandez Ordonex H.,56453539800,9-s2.0-56453539800,"",1,26/12/2014,0,0,0,0,update,Civil and Structural Engineering,2014-2014,"University of Arkansas at Little Rock, Universidad del Cauca"," ,  "
1189,Eder A. Campo Cobo,Campo Cobo E.,56447061100,9-s2.0-56447061100,"",1,20/12/2014,1,1,1,2,update,Software,2014-2014,Universidad del Cauca,Departamento de Sistemas
1190,Claudia X. Martínez,Martínez C.,56435279500,9-s2.0-56435279500,"",1,11/12/2014,2,2,1,2,new,Chemistry (all),2013-2013,Universidad del Cauca,Department of Chemistry
1191,M. L. Burbano-Garcés,Burbano-Garcés M.,56419952000,9-s2.0-56419952000,"",1,28/11/2014,7,7,1,2,update,Forestry,2014-2014,Universidad del Cauca,""
1192,Pinza N. Billy,Billy P.,56418707800,9-s2.0-56418707800,"",1,27/11/2014,1,1,1,2,update,"Industrial and Manufacturing Engineering, Ceramics and Composites, Mechanics of Materials",2014-2014,Universidad del Cauca,""
1193,Olver B. Quijano-Valencia,Quijano-Valencia O.,56413017600,9-s2.0-56413017600,0000-0002-1604-3465,1,25/11/2014,0,0,0,0,update,Social Sciences (all),2014-2014,Universidad del Cauca,""
1194,María Lilia Díaz,Lilia Díaz M.,56403343800,9-s2.0-56403343800,"",1,12/11/2014,1,1,1,7,update,"Infectious Diseases, Immunology, Microbiology (medical), Microbiology",2014-2014,"Centro Colombiano de Investigación en Tuberculosis (CCITB), Universidad del Cauca, Conjunto Mallorca"," , Department of Pathology,  "
1195,Víctor Campo,Campo V.,56403002000,9-s2.0-56403002000,"",1,12/11/2014,1,1,1,7,update,"Infectious Diseases, Immunology, Microbiology, Microbiology (medical)",2014-2014,Universidad del Cauca,Department of Physiological Sciences
1196,Helmer Jesús Ruiz Diaz,Diaz H.,56366675200,9-s2.0-56366675200,"",1,03/10/2014,0,0,0,1,update,Education,2014-2014,Universidad del Cauca,""
1197,Sandra Liliana Pérez-Solarte,Pérez-Solarte S.,56363169200,9-s2.0-56363169200,"",1,29/09/2014,2,2,1,3,update,"Health (social science), Medicine (miscellaneous)",2014-2014,Universidad del Cauca,""
1198,Mónica Andrea Silva-Zemanate,Silva-Zemanate M.,56363138300,9-s2.0-56363138300,"",1,29/09/2014,2,2,1,3,update,"Health (social science), Medicine (miscellaneous)",2014-2014,Universidad del Cauca,""
1199,MarãDa Isabel Fernández-Cerón,Fernández-Cerón M.,56363021200,9-s2.0-56363021200,"",1,29/09/2014,2,2,1,3,update,"Health (social science), Medicine (miscellaneous)",2014-2014,Universidad del Cauca,""
1200,Diana J. López,López D.,56358989600,9-s2.0-56358989600,"",1,24/09/2014,0,0,0,2,new,"Computer Science Applications, Artificial Intelligence, Information Systems",2013-2013,Universidad del Cauca,"Departamento de Electrónica, Instrumentación y Control"
1201,Andrés M. Ibarra,Ibarra A.,56358861300,9-s2.0-56358861300,"",1,24/09/2014,0,0,0,2,new,"Artificial Intelligence, Information Systems, Computer Science Applications",2013-2013,Universidad del Cauca,"Departamento de Electrónica, Instrumentación y Control"
1202,Jissel E. Piscal,Piscal J.,56358480700,9-s2.0-56358480700,"",1,24/09/2014,0,0,0,2,new,"Information Systems, Computer Science Applications, Artificial Intelligence",2013-2013,Universidad del Cauca,"Departamento de Electrónica, Instrumentación y Control"
1203,Diego F. Miranda,Miranda D.,56355178300,9-s2.0-56355178300,"",1,22/09/2014,0,0,0,1,new,"Artificial Intelligence, Computer Science Applications, Information Systems",2014-2014,Universidad del Cauca,""
1204,Mario F. Henao,Henao M.,56355125200,9-s2.0-56355125200,"",1,22/09/2014,0,0,0,1,new,"Information Systems, Computer Science Applications, Artificial Intelligence",2014-2014,Universidad del Cauca,""
1205,C. S Paz Arteaga,Arteaga C.,56319388000,9-s2.0-56319388000,"",1,20/08/2014,3,3,1,3,update,"Computer Networks and Communications, Software",2014-2014,Universidad del Cauca,""
1206,Jaime López,López J.,56309373800,9-s2.0-56309373800,"",1,14/08/2014,2,2,1,4,new,Engineering (all),2010-2010,Universidad del Cauca,Departamento de Sistemas
1207,Richar Urbano-Muñoz,Urbano-Muñoz R.,56288294300,9-s2.0-56288294300,"",1,04/08/2014,74,74,1,5,update,"Theoretical Computer Science, Software, Computer Science Applications, Control and Systems Engineering, Artificial Intelligence, Information Systems and Management",2014-2014,Universidad del Cauca,Sector Tulcán Office 422 FIET
1208,Henry Muñoz-Collazos,Muñoz-Collazos H.,56286762200,9-s2.0-56286762200,"",1,04/08/2014,74,74,1,5,update,"Computer Science Applications, Control and Systems Engineering, Software, Theoretical Computer Science, Artificial Intelligence, Information Systems and Management",2014-2014,Universidad del Cauca,Sector Tulcán Office 422 FIET
1209,Andrés Arley Salazar Salazar,Salazar Salazar A.,56277811600,9-s2.0-56277811600,"",1,30/07/2014,0,0,0,0,update,"Political Science and International Relations, Sociology and Political Science, History",2014-2014,"Universidad Externado de Colombia, Universidad Nacional de Colombia, Universidad del Cauca"," , Instituto de Estudios Políticos y Relaciones Internacionales (IEPRI),  "
1210,Rafael E. Ceron,Ceron R.,56245447300,9-s2.0-56245447300,"",1,16/07/2014,4,4,1,2,update,"Health Informatics, Health Information Management, Biomedical Engineering",2014-2014,Universidad del Cauca,Telematics Engineering Department
1211,Diego F. Insuasty,Insuasty D.,56245429600,9-s2.0-56245429600,"",1,16/07/2014,4,4,1,2,update,"Health Informatics, Biomedical Engineering, Health Information Management",2014-2014,Universidad del Cauca,Telematics Engineering Department
1212,Carlos Bravo,Bravo C.,56245236300,9-s2.0-56245236300,"",1,16/07/2014,2,2,1,4,update,"Health Informatics, Health Information Management, Biomedical Engineering",2014-2014,Universidad del Cauca,Computational Intelligence Research Group
1213,Daniel E. Cañon,Cañon D.,56244672600,9-s2.0-56244672600,"",1,16/07/2014,3,3,1,2,update,"Biomedical Engineering, Health Information Management, Health Informatics",2014-2014,Universidad del Cauca,Telematics Engineering Department
1214,F. Díaz,Díaz F.,56216705500,9-s2.0-56216705500,"",1,02/07/2014,1,1,1,2,update,"Industrial and Manufacturing Engineering, Mechanics of Materials, Ceramics and Composites",2002-2002,Universidad del Cauca,Grupo CYTEMA
1215,Camilo Andrés Arboleda Pardo,Pardo C.,56175396800,9-s2.0-56175396800,"",1,05/06/2014,7,7,1,2,update,"Soil Science, Agronomy and Crop Science",2014-2014,Universidad del Cauca,Department of Chemistry
1216,Isabel Del Socorro Bravo Realpe,Realpe I.,56175298600,9-s2.0-56175298600,"",1,05/06/2014,7,7,1,2,update,"Soil Science, Agronomy and Crop Science",2014-2014,Universidad del Cauca,Department of Chemistry
1217,Jacinta Mireya Dorado Gálvez,Dorado Gálvez J.,56168915100,9-s2.0-56168915100,"",1,29/05/2014,2,2,1,3,update,Agricultural and Biological Sciences (all),2014-2014,Universidad del Cauca,Department of Biology
