nombre,nombre_index,autor_id,eid,orcid,documentos,fecha_creacion,documentos_citados,citaciones,h_index,co_autores,estado,areas,rango_publicacion,institucion,affil_id,departamento
Miguel Morcillo,Morcillo M.,57222141034,9-s2.0-57222141034,,1,03/03/2021,0,0,0,2,new,Computer Science (all),2020-2020,Universidad del Cauca,122801626,Grupo de Investigación GTI
D. Vera,Vera D.,57527478900,9-s2.0-57527478900,,1,25/03/2022,3,3,1,1,new,"Biomedical Engineering, Health Information Management, Health Informatics",2013-2013,Universidad del Cauca,104717537,Department of Electronics
Aleyda Tulande Arroyo,Arroyo A.,36008089200,9-s2.0-36008089200,,1,20/05/2010,2,2,1,4,update,"Building and Construction, Engineering (all)",2010-2010,Universidad del Cauca,60051434,
Nora Fernanda Arciniegas Sánchez,Sánchez N.,57209269094,9-s2.0-57209269094,,1,17/06/2019,0,0,0,3,new,"Management Science and Operations Research, Control and Systems Engineering, Strategy and Management, Industrial and Manufacturing Engineering",2017-2017,Universitaria de Popayán,122694357,Research group on Productivity and Innovation Industrial Engineering Program Fundación
Nicolas Solano-Arboleda,Solano-Arboleda N.,57224500836,9-s2.0-57224500836,,1,17/06/2021,0,0,0,1,new,Surgery,2021-2021,Universidad del Cauca,60051434,
Claudia Andrea Suárez-Ramos,Suárez-Ramos C.,57194023842,9-s2.0-57194023842,,2,13/05/2017,6,6,1,3,update,"Geography, Planning and Development, Biochemistry, Genetics and Molecular Biology (all), Agricultural and Biological Sciences (all), Environmental Science (all)",2016-2020,Fundación Universitaria de,101514240,
Juan David Guzmán-Sandoval,Guzmán-Sandoval J.,58139636200,9-s2.0-58139636200,,1,19/03/2023,0,0,0,5,new,Gastroenterology,2022-2022,Universidad del Cauca,60051434,
Juan C. Casas,Casas J.,58090475800,9-s2.0-58090475800,,1,09/02/2023,0,0,0,5,new,"Environmental Science (all), Geography, Planning and Development, Biochemistry, Genetics and Molecular Biology (all), Agricultural and Biological Sciences (all)",2022-2022,Universidad del Cauca,113340876,Departamento de Ing. Ambiental
Víctor Hugo Mosquera Leyton,Leyton V.,57216967142,9-s2.0-57216967142,,2,03/06/2020,4,4,1,3,update,"Instrumentation, Signal Processing, Nursing (all), Computer Vision and Pattern Recognition",2020-2021,Universidad del Cauca,60051434,
Leidy D. Jaramillo-Ruiz,Jaramillo-Ruiz L.,55969517600,9-s2.0-55969517600,,1,29/12/2013,2,2,1,4,update,"Medicine (all), Biochemistry, Genetics and Molecular Biology (all)",2012-2012,Universidad del Cauca,104717542,Departamento de Ciencias Fisiológicas
Julio Ariel Hurtado Alegría,Alegría J.,57469481700,9-s2.0-57469481700,,3,04/03/2022,3,3,1,11,update,"Electrical and Electronic Engineering, Hardware and Architecture, Computer Networks and Communications, Engineering (all), Signal Processing, Materials Science (all), Computer Science (all), Control and Systems Engineering",2019-2023,Universidad del Cauca,108218057,Facultad de Ingeniería Electrónica y Telecomunicaciones
Gaby Isabel Manzo Pantoja,Manzo Pantoja G.,57216853676,9-s2.0-57216853676,,1,27/05/2020,0,0,0,2,new,"Computer Science (all), Mathematics (all)",2020-2020,Universidad del Cauca,60051434,
Agredo Valentina,Valentina A.,57215095124,9-s2.0-57215095124,,1,03/03/2020,10,10,1,3,new,Multidisciplinary,2020-2020,Universidad del Cauca,104717539,Department of Internal Medicine
J. Camilo Villegas Cortés,Cortés J.,57219710500,9-s2.0-57219710500,,1,06/11/2020,0,0,0,5,new,"Ecology, Evolution, Behavior and Systematics, Aquatic Science",2020-2020,Universidad del Cauca,116666513,Grupo de estudios en Geología
Zulima Álvarez,Álvarez Z.,35738548500,9-s2.0-35738548500,,1,04/04/2010,4,4,1,2,update,Multidisciplinary,2009-2009,Universidad del Cauca,105623271,Grupo de Estudios en Manejo de Vida Silvestre y Conservación – GEMAVIC
Jessica Daniela Ante Pantoja,Ante Pantoja J.,57219836177,9-s2.0-57219836177,,1,12/11/2020,1,1,1,3,new,"Pharmacology (medical), Pharmacology",2020-2020,Fundacion Universitaria de Popayán,60108709,
Willian Orlando Castillo-Ordoñez,Castillo-Ordoñez W.,57489336300,9-s2.0-57489336300,,3,21/03/2022,1,1,1,5,update,"Plant Science, Anthropology, Neuroscience (all), Medicine (all), Animal Science and Zoology, Structural Biology, Molecular Biology",2020-2022,Universidad del Cauca,110043908,Exactas y de la Educación
Carlos Alberto Navia-Amézquita,Navia-Amézquita C.,57190425625,9-s2.0-57190425625,,2,05/08/2016,4,4,1,6,update,Medicine (all),2016-2019,Universidad del Cauca,104717529,Department of Physiological Sciences
Luis Alfonso O. Camacho,Camacho L.,40661016500,9-s2.0-40661016500,,1,05/07/2011,3,3,1,2,update,Gastroenterology,2010-2010,Universidad del Cauca,60051434,
Lía Jasmín Jiménez Ramírez,Ramírez L.,58136359900,9-s2.0-58136359900,,1,18/03/2023,0,0,0,5,new,"Orthopedics and Sports Medicine, Critical Care and Intensive Care Medicine, Emergency Medicine",2023-2023,Hospital Universitario San José,129283524,Division of General Surgery
Julio Eduardo Mejía,Mejía J.,57567018700,9-s2.0-57567018700,,1,16/04/2022,0,0,0,2,new,Multidisciplinary,2021-2021,Comfacauca University Corporation,127587905,Department of Mechanical Engineering
Maria Isabel Vidal C.,Vidal C. M.,57204779166,9-s2.0-57204779166,,1,30/11/2018,1,1,1,3,new,"Computer Science (all), Mathematics (all)",2018-2018,Institución Universitaria Colegio Mayor del Cauca,113372863,
Mario Mario Andrés Córdoba,Mario Andrés Córdoba M.,6508198769,9-s2.0-6508198769,,2,03/12/2005,9,9,1,0,update,"Industrial and Manufacturing Engineering, Control and Systems Engineering, Aerospace Engineering, Artificial Intelligence",2007-2007,"Efigenia Aerospace Robotics Autonomous Unmanned Aerial Vehicles Research, Colombia, EFIGENIA Aerospace Robotics Research","60077382, 105164486"," , Aeronautical Engineering Researcher"
Sulma Muñoz,Muñoz S.,8455100700,9-s2.0-8455100700,,1,02/12/2005,6,6,1,2,update,,2004-2004,Universidad del Cauca,104717546,Facultad de Ciencias de la Salud
Luis R. Vásquez-Arteagaid,Vásquez-Arteagaid L.,57485306100,9-s2.0-57485306100,,1,19/03/2022,5,5,1,12,new,"Infectious Diseases, Public Health, Environmental and Occupational Health",2021-2021,Universidad del Cauca,121398467,Centro de Estudios en Microbiología y Parasitología CEMPA
Jorge E. Carrera,Carrera J.,16038474200,9-s2.0-16038474200,,1,24/03/2007,16,16,1,2,update,Engineering (all),2007-2007,Universidad del Cauca,104717562,Departamento de Agroindustria
Tania Cañizares,Cañizares T.,57209652031,9-s2.0-57209652031,0000-0003-2933-8833,1,09/07/2019,1,1,1,3,update,"Computer Graphics and Computer-Aided Design, Software, Artificial Intelligence, Computer Networks and Communications",2019-2019,Universidad del Cauca,122801626,Grupo de Investigación GTI
William A. Luna,Luna W.,24076210200,9-s2.0-24076210200,,1,03/05/2008,3,3,1,3,update,Engineering (all),2008-2008,Universidad del Cauca,104717562,Departamento de Agroindustria
Regina Victoria Plaza-Rivera,Plaza-Rivera R.,57200112176,9-s2.0-57200112176,,1,04/01/2018,0,0,0,7,new,Medicine (all),2017-2017,Universidad del Cauca,104717539,Department of Internal Medicine
Alexandra Bustamante Pizo,Pizo A.,57371440400,9-s2.0-57371440400,,1,18/12/2021,0,0,0,3,new,"Management Science and Operations Research, Industrial and Manufacturing Engineering, Strategy and Management, Control and Systems Engineering",2021-2021,Popayán University Foundation,127366305,Industrial Engineer and Master in Design and Management of Technological Projects
Daniel Camilo Bolaños Rosero,Bolaños Rosero D.,57783616300,9-s2.0-57783616300,,1,12/07/2022,0,0,0,4,new,Bioengineering,2022-2022,Corporación Universitaria Comfacauca—Unicomfacauca,128310660,Faculty of Engineering
José Armando Ordoñez,Armando Ordoñez J.,57211426984,9-s2.0-57211426984,,1,29/10/2019,2,2,1,3,new,Physics and Astronomy (all),2019-2019,University Foundation of Popayán,117399220,Intelligent Management Systems
Héctor F. Muñoz M,Muñoz M H.,57222135471,9-s2.0-57222135471,,1,03/03/2021,0,0,0,6,new,Computer Science (all),2020-2020,Institución Universitaria Colegio Mayor del Cauca,117795037,
César A. Villamil,Villamil C.,56781318100,9-s2.0-56781318100,,2,22/08/2015,8,8,2,3,update,"Health Informatics, Health Information Management, Biomedical Engineering",2015-2017,Universidad del Cauca,104717554,Telematics Department
Laura Palomino Gómez,Gómez L.,57226780425,9-s2.0-57226780425,,1,20/08/2021,0,0,0,1,new,"Conservation, Museology",2021-2021,Universidad del Cauca,60051434,
Andrés Felipe Aguirre,Aguirre A.,57191032935,9-s2.0-57191032935,,7,13/09/2016,17,17,3,9,update,"Computer Science (all), Software, Computer Vision and Pattern Recognition, Computer Networks and Communications, Theoretical Computer Science, Electrical and Electronic Engineering, Human-Computer Interaction",2014-2019,Universidad del Cauca,60051434,
R. Elizabeth Tabares,Elizabeth Tabares R.,55633765000,9-s2.0-55633765000,,1,05/04/2013,0,0,0,2,update,"Cultural Studies, History, Anthropology, Archeology (arts and humanities)",2012-2012,Universidad del Cauca,105535106,Department of Anthropology
Julián Andrés Rojas Meléndez,Meléndez J.,57531839300,9-s2.0-57531839300,,1,26/03/2022,0,0,0,3,new,Engineering (all),2015-2015,"Grupo de investigación de Ingeniería Telemática, Universidad del Cauca","127261533, 60051434"," ,  "
Gallego Soltelo Jose Luis,Luis G.,8879407600,9-s2.0-8879407600,,1,29/11/2005,0,0,0,2,update,"Condensed Matter Physics, Electrical and Electronic Engineering",2005-2005,Universidad del Cauca,104717545,Optical and Laser Group
Cristian Fabian Bravo Mosquera,Mosquera C.,57851765300,9-s2.0-57851765300,,1,29/08/2022,0,0,0,3,new,Computer Science (all),2022-2022,Institución Universitaria Colegio Mayor del Cauca,128484659,Edificio Bicentenario
Harold A.R. Romo,Romo H.,57193238571,9-s2.0-57193238571,,1,16/02/2017,0,0,0,2,update,Computer Networks and Communications,2017-2017,Universidad del Cauca,121204456,Telecommunications Department. FIET.
Pablo Esteban Calvache-Lopez,Calvache-Lopez P.,57195531180,9-s2.0-57195531180,,1,08/09/2017,6,6,1,6,new,Computer Science (all),2017-2017,Universidad del Cauca,60051434,
Jaime López,López J.,56309373800,9-s2.0-56309373800,,1,14/08/2014,2,2,1,4,new,Engineering (all),2010-2010,Universidad del Cauca,104717572,Departamento de Sistemas
Diego F. Bambague,Bambague D.,57220104353,9-s2.0-57220104353,,3,04/12/2020,0,0,0,6,update,"Mathematics (all), Computer Science (all)",2020-2022,Universidad del Cauca,60051434,
Mónica V. Mondragon,Mondragon M.,57218654839,9-s2.0-57218654839,,1,01/09/2020,3,3,1,9,update,Multidisciplinary,2020-2020,Universidad del Cauca,104717536,Department of Pediatrics
Jhonatan Alexander Moreno-Delacruz,Moreno-Delacruz J.,57238700300,9-s2.0-57238700300,,2,04/09/2021,0,0,0,2,update,"Engineering (all), Visual Arts and Performing Arts, Education",2021-2022,Universidad del Cauca,60051434,
Andrés Felipe David,David A.,57427375300,9-s2.0-57427375300,,1,01/02/2022,0,0,0,2,new,Computer Science (all),2021-2021,Fundacion Universitaria de Popayán,60108709,
Edison Rivera,Rivera E.,57996383000,9-s2.0-57996383000,,1,13/12/2022,0,0,0,8,new,"Mechanical Engineering, Condensed Matter Physics, Materials Science (all), Mechanics of Materials",2023-2023,"Universidad del Valle, Cali, Universidad del Valle, Cali, Fundacion Universitaria de Popayán","113232407, 60066812, 119766026","Department of Physics,  , Faculty of Engineering"
Lina María López-Roa,López-Roa L.,57197873423,9-s2.0-57197873423,0000-0002-2573-6335,2,05/12/2017,2,2,1,8,update,"Physical Therapy, Sports Therapy and Rehabilitation, Pediatrics, Perinatology and Child Health",2017-2019,Universidad del Cauca,122214474,Fisioterapeuta
Diego F. Roa,Roa D.,55579905600,9-s2.0-55579905600,0000-0002-7198-9827,21,13/02/2013,118,162,7,39,update,"Engineering (miscellaneous), Agronomy and Crop Science, Global and Planetary Change, Geography, Planning and Development, Horticulture, Animal Science and Zoology, Health (social science), Process Chemistry and Technology, Plant Science, Safety, Risk, Reliability and Quality, Ecology, Evolution, Behavior and Systematics, Environmental Science (all), Health Professions  (miscellaneous), Biotechnology, Agricultural and Biological Sciences (all), Ecology, Microbiology, Industrial and Manufacturing Engineering, Food Science, Management, Monitoring, Policy and Law, Biochemistry, Genetics and Molecular Biology (all)",2014-2023,Universidad del Cauca,60051434,
Andrés Felipe Villaquiran-Hurtado,Villaquiran-Hurtado A.,57202157198,9-s2.0-57202157198,0000-0002-6156-6425,10,29/05/2018,13,13,2,19,update,"Health Policy, Community and Home Care, Health Information Management, Public Health, Environmental and Occupational Health, Medicine (all), Nurse Assisting, Orthopedics and Sports Medicine, Biochemistry, Genetics and Molecular Biology (all), Medical and Surgical Nursing, Health (social science), Agricultural and Biological Sciences (all), Family Practice, Nursing (all), Cultural Studies, Chemistry (all), Library and Information Sciences, Earth and Planetary Sciences (all), Critical Care and Intensive Care Medicine, Mathematics (all), History and Philosophy of Science, Energy (all), Biophysics, Maternity and Midwifery, Physics and Astronomy (all), Physical Therapy, Sports Therapy and Rehabilitation",2017-2023,Universidad del Cauca,60051434,
L. A. Ortega,Ortega L.,57209417758,9-s2.0-57209417758,,1,28/06/2019,6,6,1,11,new,"Development, Renewable Energy, Sustainability and the Environment, Agronomy and Crop Science",2019-2019,Fundación Ecohabitats,101726347,
Adriana Olaya,Olaya A.,57215487903,9-s2.0-57215487903,,1,13/03/2020,14,14,1,19,update,Multidisciplinary,2020-2020,Secretaría Departamental de Salud del Cauca,113883714,
Luis Daladier Guerrero,Guerrero L.,57446973700,9-s2.0-57446973700,,1,16/02/2022,0,0,0,2,new,"Computer Networks and Communications, Electrical and Electronic Engineering",2021-2021,Universidad del Cauca,127126689,Maestría en Automática
Juan Guarin,Guarin J.,37039197600,9-s2.0-37039197600,,1,10/04/2011,3,3,1,4,update,"Building and Construction, Engineering (all)",2010-2010,Universidad del Cauca,60051434,
Cesar Sarria,Sarria C.,57214358354,9-s2.0-57214358354,,1,04/02/2020,2,2,1,12,update,"Genetics (clinical), Genetics",2020-2020,Fundación José María Delgado-Paredes para Promover la Investigación en Medicina,123836332,
Sandra Rodriguez Álvarez,Álvarez S.,57843536200,9-s2.0-57843536200,,1,25/08/2022,0,0,0,3,new,"Computer Networks and Communications, Signal Processing, Control and Systems Engineering",2023-2023,Comfacauca University Corporation,127586953,
Edgar Darío Obando-Paredes,Obando-Paredes E.,57946787900,9-s2.0-57946787900,,1,04/11/2022,4,4,1,1,new,"History and Philosophy of Science, Physics and Astronomy (all), Earth and Planetary Sciences (all), Chemistry (all), Biochemistry, Genetics and Molecular Biology (all), Energy (all), Agricultural and Biological Sciences (all), Mathematics (all)",2016-2016,Universidad del Cauca,110043908,Exactas y de la Educación
Amanda Muñoz,Muñoz A.,57194710507,9-s2.0-57194710507,,1,11/07/2017,23,23,1,16,update,"Ecology, Evolution, Behavior and Systematics",2017-2017,Universidad del Cauca,60051434,
Julian Alejandro Sanchez Burbano,Sanchez Burbano J.,57204776145,9-s2.0-57204776145,,1,30/11/2018,0,0,0,4,new,"Computer Science (all), Mathematics (all)",2018-2018,Institución Universitaria Colegio Mayor del Cauca,113372863,
William Oswaldo Romo-Romero,Romo-Romero W.,57224077275,9-s2.0-57224077275,,2,05/06/2021,0,0,0,6,update,"Medicine (all), Gastroenterology",2021-2022,"Universidad del Cauca, Unidad de Diagnóstico y Cirugía Endoscópica Andes del Sur SAS","116058614, 129138504","Department of Surgical Sciences,  "
Geovanni Alexander Mera-Ijaji,Mera-Ijaji G.,57194719413,9-s2.0-57194719413,,1,12/07/2017,1,1,1,4,new,Obstetrics and Gynecology,2017-2017,Universidad del Cauca,60051434,
Oscar Eduardo Rojas,Rojas O.,55971947000,9-s2.0-55971947000,,1,03/01/2014,5,5,1,3,update,Software,2013-2013,Universidad del Cauca,107923473,Grupo IDIS
Aldo Iván Parra,Parra A.,57874443500,9-s2.0-57874443500,,1,11/09/2022,0,0,0,6,new,Health Policy,2022-2022,Universidad del Cauca,60051434,
Héctor Samuel Villada-Castillo,Villada-Castillo H.,58091800000,9-s2.0-58091800000,,1,10/02/2023,0,0,0,4,new,"Agronomy and Crop Science, Management, Monitoring, Policy and Law, Food Science, Global and Planetary Change, Horticulture, Ecology",2023-2023,Universidad del Cauca,120813819,Agroindustry Department
Mónica Patricia Valencia-Rojas,Valencia-Rojas M.,57198450419,9-s2.0-57198450419,,2,08/12/2017,2,2,1,2,update,"Biochemistry, Genetics and Molecular Biology (all), Energy (all), Chemistry (all), Physics and Astronomy (all), Environmental Science (all), History and Philosophy of Science, Agricultural and Biological Sciences (all), Mathematics (all), Education, Earth and Planetary Sciences (all)",2017-2017,Universidad del Cauca,115881015,Grupo de Estudios Ambientales
