idcvlac,areas
0001147030,Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Pública
0001174436,Ciencias Médicas y de la Salud;Ciencias de la Salud;Enfermería
0000674460,Ciencias Médicas y de la Salud;Ciencias de la Salud;Enfermería
0001622262,Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Pública
0001622262,Ciencias Médicas y de la Salud;Ciencias de la Salud;Enfermería
0001352126,Ciencias Médicas y de la Salud;Medicina Clínica;Oncología
0001352126,Ciencias Médicas y de la Salud;Ciencias de la Salud;Enfermería
0001352126,Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Pública
0000011355,Ciencias Médicas y de la Salud;Ciencias de la Salud;Epidemiología
0000011355,Ciencias Médicas y de la Salud;Ciencias de la Salud;Enfermería
0000652636,Ciencias Médicas y de la Salud;Ciencias de la Salud;Enfermería
0000652636,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000652636,"Ciencias Médicas y de la Salud;Ciencias de la Salud;Ciencias del Cuidado de la Salud y Servicios (Administración de Hospitales, Financiamiento)"
0000652636,Ciencias Médicas y de la Salud;Medicina Básica;Farmacología y Farmacia
0000652636,Ciencias Médicas y de la Salud;Biotecnología en Salud;Ética Relacionada con la Biomedicina
0000652636,Ciencias Médicas y de la Salud;Medicina Clínica;Cuidado Crítico y de Emergencia
0001655031,"Ciencias Médicas y de la Salud;Ciencias de la Salud;Ciencias del Cuidado de la Salud y Servicios (Administración de Hospitales, Financiamiento)"
0001655031,Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Pública
0001655031,Ciencias Médicas y de la Salud;Ciencias de la Salud;Políticas de Salud y Servicios
0001655031,Ciencias Médicas y de la Salud;Ciencias de la Salud;Epidemiología
0001655031,Ciencias Médicas y de la Salud;Otras Ciencias Médicas;Otras Ciencias Médicas
0000101003,"Ciencias Médicas y de la Salud;Ciencias de la Salud;Ciencias del Cuidado de la Salud y Servicios (Administración de Hospitales, Financiamiento)"
0000101003,Ciencias Médicas y de la Salud;Ciencias de la Salud;Enfermería
0000916749,"Humanidades;Arte;Teatro, dramaturgia o artes escénicas"
0000912123,Humanidades;Arte;Música y musicología
0000932086,Humanidades;Arte;Música y musicología
0000932086,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0001587787,Humanidades;Arte;Música y musicología
0000935255,Humanidades;Arte;Música y musicología
0000935255,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0001680873,Humanidades;Arte;Música y musicología
0001476139,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0001476139,Humanidades;Arte;Música y musicología
0000916803,Humanidades;Arte;Música y musicología
0000916803,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000933201,"Humanidades;Arte;Teatro, dramaturgia o artes escénicas"
0001363439,Humanidades;Idiomas y Literatura;Estudios Generales del Lenguaje
0001363439,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000918172,Humanidades;Idiomas y Literatura;Lingüística
0000918172,"Humanidades;Arte;Teatro, dramaturgia o artes escénicas"
0000886335,Humanidades;Arte;Música y musicología
0000886335,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0001047698,Humanidades;Arte;Música y musicología
0001047698,"Humanidades;Arte;Teatro, dramaturgia o artes escénicas"
0001047698,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000879495,Humanidades;Arte;Música y musicología
0000879495,Humanidades;Otras Humanidades;Otras Humanidades
0001509041,Humanidades;Arte;Música y musicología
0001586710,Humanidades;Arte;Música y musicología
0001586710,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000152700,Humanidades;Arte;Música y musicología
0001708712,Humanidades;Arte;Música y musicología
0001708712,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000934291,"Humanidades;Arte;Teatro, dramaturgia o artes escénicas"
0000094895,Humanidades;Arte;Música y musicología
0001469830,Humanidades;Arte;Música y musicología
0000123883,Humanidades;Idiomas y Literatura;Estudios Generales del Lenguaje
0000933104,"Humanidades;Arte;Teatro, dramaturgia o artes escénicas"
0000932710,"Humanidades;Arte;Teatro, dramaturgia o artes escénicas"
0000896012,"Humanidades;Arte;Teatro, dramaturgia o artes escénicas"
0000934682,Humanidades;Arte;Artes plásticas y visuales
0000934682,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000912050,Humanidades;Arte;Música y musicología
0001517022,Humanidades;Arte;Música y musicología
0000013323,Ciencias Naturales;Ciencias Químicas;Química Inorgánica y Nuclear
0000013323,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000013315,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000399213,Ciencias Naturales;Ciencias Químicas;Química Analítica
0000399213,Ciencias Naturales;Ciencias Químicas;Química de los Coloides
0000399213,Ciencias Naturales;Ciencias Químicas;Química Inorgánica y Nuclear
0000399213,Ingeniería y Tecnología;Nanotecnología;Nanomateriales (Producción y Propiedades)
0000399213,Ingeniería y Tecnología;Ingeniería Química;Ingeniería Química (Plantas y Productos)
0000399213,Ciencias Naturales;Ciencias Químicas;Ciencias de los Polímeros
0000399213,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Alimentos y Bebidas
0000399213,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0001304143,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0001304143,Ciencias Naturales;Ciencias Químicas;Química Analítica
0001304143,Ciencias Naturales;Ciencias Químicas;Química Física
0000223220,Ciencias Naturales;Ciencias Químicas;Química Física
0000223220,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000223220,"Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agronomía"
0001319744,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0001319744,Ciencias Naturales;Ciencias Químicas;Química Física
0001319744,"Ingeniería y Tecnología;Ingeniería de los Materiales;Compuestos (Laminados, Plásticos Reforzados, Fibra Sintéticas y Naturales)"
0001705190,Ciencias Agrícolas;Otras Ciencias Agrícolas;Otras Ciencias Agrícolas
0001705190,Ciencias Naturales;Otras Ciencias Naturales;Otras Ciencias Naturales
0000227587,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000002941,Ciencias Naturales;Ciencias Químicas;Química Física
0000002941,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000002941,Ciencias Naturales;Ciencias Químicas;Química Inorgánica y Nuclear
0000013293,Ciencias Naturales;Ciencias Químicas;Química Física
0000013293,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0001603520,Ciencias Naturales;Ciencias Químicas;Química Inorgánica y Nuclear
0001603520,Ciencias Naturales;Ciencias Químicas;Química Analítica
0001603520,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000013307,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000013307,Ciencias Naturales;Ciencias Químicas;Química Inorgánica y Nuclear
0000003178,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000171706,Ciencias Naturales;Ciencias Químicas;Química Analítica
0000171706,"Ingeniería y Tecnología;Biotecnología Industrial;Tecnologías de Bioprocesamiento, Biocatálisis, Fermentación"
0000399264,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000013340,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000013340,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Alimentos y Bebidas
0001465060,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0001465060,Ingeniería y Tecnología;Nanotecnología;Nanomateriales (Producción y Propiedades)
0001465060,Ingeniería y Tecnología;Biotecnología Ambiental;Biotecnología Ambiental
0001465060,Ingeniería y Tecnología;Nanotecnología;Nanoprocesos (Aplicaciones a Nanoescala)
0001465060,Ciencias Naturales;Ciencias Químicas;Química Inorgánica y Nuclear
0001465060,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0001465060,"Ingeniería y Tecnología;Ingeniería Ambiental;Ingeniería del Petróleo (Combustibles, Aceites), Energía y Combustibles"
0001609690,Ciencias Naturales;Ciencias Químicas;Química Inorgánica y Nuclear
0001609690,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Ciencias del Medio Ambiente
0001465065,Ciencias Naturales;Ciencias Químicas;Química Física
0001465065,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000405701,Ciencias Naturales;Ciencias Químicas;Química Orgánica
0000025819,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas
0000112967,Ciencias Sociales;Derecho;Derecho
0000112967,Humanidades;Otras Humanidades;Otras Humanidades
0000112967,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000154214,Ciencias Sociales;Derecho;Derecho
0000154214,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)"
0000470651,Ciencias Sociales;Derecho;Derecho
0000101552,Ciencias Sociales;Derecho;Derecho
0001652245,Ciencias Sociales;Derecho;Derecho
0001287974,Ciencias Sociales;Derecho;Derecho
0001287974,Humanidades;Otras Humanidades;Filosofía
0001287974,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas
0000110851,Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Pública
0000110851,Ciencias Sociales;Economía y Negocios;Economía
0001138316,Ciencias Sociales;Ciencias Políticas;Ciencias Políticas
0001489211,Ciencias Sociales;Derecho;Derecho
0001489211,Humanidades;Otras Humanidades;Filosofía
0001565788,Ciencias Sociales;Derecho;Derecho
0000381578,Ciencias Naturales;Ciencias Físicas;Óptica
0000381578,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control"
0000381578,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0000352691,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000352691,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Ciencias del Medio Ambiente
0000352691,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Geociencias (Multidisciplinario)
0000352691,Ciencias Naturales;Ciencias Físicas;Óptica
0000352691,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Información y Bioinformática
0000112500,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química"
0000112500,Ciencias Naturales;Ciencias Físicas;Óptica
0000112500,Ciencias Naturales;Ciencias Físicas;Física de Plasmas y Fluídos
0000112500,Ciencias Naturales;Ciencias Físicas;Física de la Materia
0000865621,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica
0000865621,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica"
0001388035,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0001388035,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Vulcanología
0001388035,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0000991422,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático"
0000991422,"Ciencias Médicas y de la Salud;Biotecnología en Salud;Biomateriales (Relacionados con Implantes, Dispositivos, Sensores)"
0000991422,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control"
0001176676,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0001176676,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001176676,Ciencias Naturales;Ciencias Físicas;Óptica
0001176676,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001511196,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0001305689,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química"
0001305689,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0001305689,Ciencias Naturales;Matemática;Matemáticas Puras
0001305689,Ciencias Sociales;Economía y Negocios;Negocios y Management
0000000431,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías
0000000431,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación
0000000555,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Hardware y Arquitectura de Computadores"
0000000555,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático"
0000000555,Ingeniería y Tecnología;Ingeniería Médica;Ingeniería Médica
0001824776,Ingeniería y Tecnología;Ingeniería Ambiental;Sensores Remotos
0001824776,Ciencias Naturales;Ciencias Físicas;Óptica
0001824776,"Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Oceanografía, Hidrología y Recursos del Agua"
0001824776,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones"
0001384136,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química"
0000420859,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química"
0000172634,Ciencias Naturales;Ciencias Físicas;Física de la Materia
0000172634,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Geociencias (Multidisciplinario)
0000172634,Ciencias Naturales;Ciencias Biológicas;Biofísica
0000000680,Ciencias Naturales;Ciencias Físicas;Óptica
0000000680,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química"
0000000680,Ciencias Agrícolas;Biotecnología Agrícola;Biotecnología Agrícola y de Alimentos
0000000680,Ciencias Naturales;Ciencias Biológicas;Biofísica
0000000680,Ciencias Naturales;Ciencias Físicas;Física de Partículas y Campos
0000000680,"Ciencias Médicas y de la Salud;Biotecnología en Salud;Tecnologías para la Manipulación de Células, Tejidos, Órganos o el Organismo (Reproducción Asistida)"
0000000680,Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Meteorología y Ciencias Atmosféricas
0000000680,"Ingeniería y Tecnología;Biotecnología Ambiental;Bioremediación, Biotecnología para el Diagnóstico (Chips ADN y Biosensores) en Manejo Ambiental"
